# Species transect plant heights
#
# Original Data Source: https://data.sustainability.glbrc.org/datatables/592
# The newest version of the data https://data.sustainability.glbrc.org/datatables/592.csv
# Full EML Metadata: https://data.sustainability.glbrc.org/datasets/178.eml
#
# These Data are copyrighted and use in a publication requires permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# sample_date		sample date
# site		experimental site
# plot		Plot sampled
# subplot		N+ or N- subplot
# line		transect line sampled
# species		species measured
# height	centimeter	height to the top of the plant canopy
# has_lodged		had the plant that was measured lodged?
# comments		comments about the observation
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
sample_date,site,plot,subplot,line,species,height,has_lodged,comments
#,,,,,,centimeter,,
2018-09-05,Hancock,G9-R4,N+,2,Panicum capillare L.,23,f,
2018-09-05,Hancock,G10-R2,N+,2,Andropogon gerardii,76,f,
2018-09-05,Hancock,G10-R2,N+,2,Monarda fistulosa L.,27,f,
2018-09-05,Hancock,G10-R3,N+,1,Panicum virgatum L.,128,f,
2018-09-05,Hancock,G10-R3,N+,1,Sorghastrum nutans (L.) Nash ex Small,31,f,
2018-09-05,Hancock,G10-R3,N+,2,Panicum virgatum L.,103,f,
2018-09-05,Hancock,G11-R3,N-,3,unknown Asteraceae,35,f,
2018-09-05,Hancock,G11-R3,N-,3,Poa pratensis L.,21,f,
2018-09-05,Hancock,G11-R3,N-,3,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,41,f,
2018-09-05,Hancock,G11-R2,N-,3,Poa pratensis L.,28,f,
2018-09-05,Hancock,G10-R4,N-,3,Panicum virgatum L.,131,f,
2018-09-05,Hancock,G10-R4,N-,3,Bromus inermis Leyss.,47,f,
2018-09-05,Hancock,G10-R2,N-,3,Andropogon gerardii,190,f,
2018-09-05,Hancock,G10-R2,N-,3,Panicum virgatum L.,131,f,
2018-09-05,Hancock,G10-R2,N-,4,Andropogon gerardii,160,f,
2018-09-05,Hancock,G10-R3,N-,3,Sorghastrum nutans (L.) Nash ex Small,22,f,
2018-09-05,Hancock,G10-R3,N-,4,Andropogon gerardii,62,f,
2018-09-05,Hancock,G10-R3,N-,4,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,48,f,
2018-09-05,Hancock,G10-R2,N-,3,Sorghastrum nutans (L.) Nash ex Small,132,f,
2018-09-05,Hancock,G10-R2,N-,3,Panicum virgatum L.,162,f,
2018-09-05,Hancock,G9-R4,N-,3,Elymus repens (L.) Gould,40,f,
2018-09-05,Hancock,G9-R4,N-,3,Bromus inermis Leyss.,67,f,
2018-09-05,Hancock,G9-R4,N-,4,Surface Litter,0,f,
2018-09-06,Rhinelander,G5-R2,N-,3,Panicum virgatum L.,177,f,
2018-09-06,Rhinelander,G5-R2,N-,3,Panicum virgatum L.,190,f,
2018-09-06,Rhinelander,G5-R2,N-,3,Panicum virgatum L.,179,f,
2018-09-06,Rhinelander,G5-R1,N-,4,Panicum virgatum L.,126,f,
2018-09-06,Rhinelander,G5-R1,N-,4,Panicum virgatum L.,171,f,
2018-09-05,Hancock,G9-R3,N-,3,Elymus repens (L.) Gould,54,f,
2018-09-05,Hancock,G9-R3,N-,4,Elymus repens (L.) Gould,71,f,
2018-09-05,Hancock,G9-R3,N-,4,Panicum virgatum L.,21,f,
2018-09-05,Hancock,G9-R3,N-,3,Panicum virgatum L.,34,f,
2018-09-05,Hancock,G9-R3,N-,4,Aster pilosus Willd.,45,f,
2018-09-05,Hancock,G10-R4,N+,1,Panicum virgatum L.,105,f,
2018-09-05,Hancock,G11-R2,N+,1,Poa pratensis L.,55,f,
2018-09-05,Hancock,G11-R2,N+,2,Elymus repens (L.) Gould,30,f,
2018-09-05,Hancock,G11-R3,N+,1,Elymus repens (L.) Gould,28,f,
2018-09-05,Hancock,G11-R3,N+,2,Panicum virgatum L.,9,f,
2018-09-05,Hancock,G11-R4,N+,1,Bromus inermis Leyss.,76,f,
2018-09-05,Hancock,G11-R4,N+,2,Bromus inermis Leyss.,19,f,
2018-09-06,Rhinelander,G5-R1,N+,2,Panicum virgatum L.,161,f,Skipped first part due to rainout shelter -- 
2018-09-06,Rhinelander,G5-R1,N+,2,Panicum virgatum L.,162,f,Skipped first part due to rainout shelter -- 
2018-09-06,Rhinelander,G5-R2,N+,2,Panicum virgatum L.,160,t,
2018-09-05,Hancock,G9-R4,N+,1,Bromus inermis Leyss.,72,f,
2018-09-05,Hancock,G9-R4,N+,2,Rumex acetosella L.,20,f,
2018-09-05,Hancock,G9-R4,N+,2,Berteroa incana (L.) DC.,60,f,
2018-09-05,Hancock,G10-R2,N+,1,Panicum virgatum L.,45,f,
2018-09-05,Hancock,G10-R2,N+,2,Panicum virgatum L.,85,f,
2018-09-05,Hancock,G10-R3,N+,2,Poa pratensis L.,48,f,
2018-09-05,Hancock,G10-R4,N+,1,Panicum virgatum L.,135,f,
2018-09-05,Hancock,G10-R4,N+,2,Andropogon gerardii,54,f,
2018-09-05,Hancock,G10-R4,N+,2,Panicum virgatum L.,127,f,
2018-09-05,Hancock,G11-R2,N+,1,Poa pratensis L.,34,f,
2018-09-05,Hancock,G11-R2,N+,1,Poa pratensis L.,38,f,
2018-09-05,Hancock,G11-R2,N+,2,Poa pratensis L.,24,f,
2018-09-05,Hancock,G11-R3,N+,1,Bare ground/no plant found,0,f,
2018-09-05,Hancock,G11-R3,N+,2,Elymus repens (L.) Gould,81,f,
2018-09-05,Hancock,G11-R4,N+,1,Elymus repens (L.) Gould,54,f,
2018-09-05,Hancock,G11-R4,N+,1,Erigeron annuus (L.) Pers.,57,f,
2018-09-05,Hancock,G11-R4,N+,2,Poa pratensis L.,28,f,
2018-09-05,Hancock,G11-R3,N-,3,unknown Asteraceae,33,f,
2018-09-05,Hancock,G11-R3,N-,4,unknown Asteraceae,21,f,
2018-09-05,Hancock,G11-R3,N-,3,,42,f,
2018-09-05,Hancock,G11-R3,N-,4,Surface Litter,0,f,
2018-09-05,Hancock,G11-R2,N-,4,Poa pratensis L.,26,f,
2018-09-05,Hancock,G11-R2,N-,3,Bromus inermis Leyss.,21,f,
2018-09-05,Hancock,G11-R2,N-,4,Poa pratensis L.,25,f,
2018-09-05,Hancock,G11-R2,N-,4,Poa pratensis L.,38,f,
2018-09-05,Hancock,G10-R4,N-,3,Panicum virgatum L.,135,f,
2018-09-05,Hancock,G10-R4,N-,3,Panicum virgatum L.,120,f,
2018-09-05,Hancock,G10-R4,N-,3,Bromus inermis Leyss.,27,f,
2018-09-05,Hancock,G10-R4,N-,3,Andropogon gerardii,150,f,
2018-09-05,Hancock,G10-R4,N-,3,Panicum virgatum L.,120,f,
2018-09-05,Hancock,G10-R4,N-,4,Sorghastrum nutans (L.) Nash ex Small,108,f,
2018-09-05,Hancock,G10-R2,N-,3,Andropogon gerardii,24,f,
2018-09-05,Hancock,G10-R2,N-,3,Poa pratensis L.,40,f,
2018-09-05,Hancock,G10-R2,N-,4,Poa pratensis L.,39,f,
2018-09-05,Hancock,G9-R4,N-,4,Elymus repens (L.) Gould,33,f,
2018-09-06,Rhinelander,G5-R2,N-,3,Panicum virgatum L.,169,f,
2018-09-06,Rhinelander,G5-R1,N-,3,Panicum virgatum L.,150,f,
2018-09-05,Hancock,G10-R3,N-,4,Panicum virgatum L.,36,f,
2018-09-05,Hancock,G10-R3,N-,4,Sorghastrum nutans (L.) Nash ex Small,77,f,
2018-09-05,Hancock,G10-R3,N-,4,Andropogon gerardii,22,f,
2018-09-05,Hancock,G10-R3,N-,3,Panicum virgatum L.,33,f,
2018-09-05,Hancock,G10-R3,N-,3,Sorghastrum nutans (L.) Nash ex Small,57,f,
2018-09-05,Hancock,G10-R3,N-,4,Sorghastrum nutans (L.) Nash ex Small,101,f,
2018-09-06,Rhinelander,G5-R1,N-,4,Panicum virgatum L.,153,f,
2018-09-05,Hancock,G9-R3,N-,3,Andropogon gerardii,92,f,
2018-09-05,Hancock,G9-R3,N-,3,Panicum virgatum L.,29,f,
2018-09-05,Hancock,G9-R3,N-,3,Aster pilosus Willd.,56,f,
2018-09-05,Hancock,G9-R3,N-,4,Panicum virgatum L.,36,f,
2018-09-06,Rhinelander,G5-R1,N+,1,Panicum virgatum L.,178,f,
2018-09-06,Rhinelander,G5-R1,N+,1,Panicum virgatum L.,135,f,
2018-09-06,Rhinelander,G5-R1,N+,2,Panicum virgatum L.,163,f,Skipped first part due to rainout shelter -- 
2018-09-06,Rhinelander,G5-R2,N+,1,Panicum virgatum L.,115,t,
2018-09-06,Rhinelander,G5-R2,N+,1,Panicum virgatum L.,190,f,
2018-09-06,Rhinelander,G5-R2,N+,2,Panicum virgatum L.,70,t,
2018-09-06,Rhinelander,G5-R2,N+,2,Panicum virgatum L.,150,t,
2018-09-05,Hancock,G9-R4,N+,1,Bromus inermis Leyss.,21,f,
2018-09-05,Hancock,G9-R4,N+,1,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,68,f,
2018-09-05,Hancock,G9-R4,N+,1,Panicum capillare L.,34,f,
2018-09-05,Hancock,G9-R4,N+,2,Berteroa incana (L.) DC.,52,f,
2018-09-05,Hancock,G9-R4,N+,2,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,50,f,
2018-09-05,Hancock,G10-R2,N+,1,Ratibida pinnata (Vent.) Barnh.,92,f,
2018-09-05,Hancock,G10-R2,N+,1,Schizacyrium scoparium (Michx.) Nash (*),51,f,
2018-09-05,Hancock,G10-R2,N+,2,Panicum virgatum L.,123,f,
2018-09-05,Hancock,G10-R3,N+,1,Bare ground/no plant found,0,f,
2018-09-05,Hancock,G10-R3,N+,2,Silphium perfoliatum L.,62,f,
2018-09-05,Hancock,G10-R4,N+,1,Panicum virgatum L.,100,f,
2018-09-05,Hancock,G10-R4,N+,2,Andropogon gerardii,96,f,
2018-09-05,Hancock,G11-R2,N+,1,Poa pratensis L.,40,f,
2018-09-05,Hancock,G11-R2,N+,1,Poa pratensis L.,22,f,
2018-09-05,Hancock,G11-R2,N+,2,Poa pratensis L.,26,f,
2018-09-05,Hancock,G11-R3,N+,1,Elymus repens (L.) Gould,49,f,
2018-09-05,Hancock,G11-R3,N+,2,Bare ground/no plant found,0,f,
2018-09-05,Hancock,G11-R4,N+,2,Bromus inermis Leyss.,79,f,
2018-09-06,Rhinelander,G5-R1,N+,1,Panicum virgatum L.,173,f,
2018-09-06,Rhinelander,G5-R1,N+,1,Panicum virgatum L.,176,f,
2018-09-06,Rhinelander,G5-R1,N+,2,Panicum virgatum L.,153,f,Skipped first part due to rainout shelter -- 
2018-09-06,Rhinelander,G5-R2,N+,1,Panicum virgatum L.,123,t,
2018-09-06,Rhinelander,G5-R2,N+,2,Panicum virgatum L.,204,f,
2018-09-05,Hancock,G9-R4,N+,1,Bromus inermis Leyss.,28,f,
2018-09-05,Hancock,G9-R4,N+,2,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,84,f,
2018-09-05,Hancock,G9-R4,N+,2,Chenopodium album L.,44,f,
2018-09-05,Hancock,G11-R3,N-,3,Apocynum cannabinum L.,68,f,
2018-09-05,Hancock,G11-R2,N-,3,Poa pratensis L.,43,f,
2018-09-05,Hancock,G11-R2,N-,4,Poa pratensis L.,31,f,
2018-09-05,Hancock,G11-R2,N-,4,Poa pratensis L.,32,f,
2018-09-05,Hancock,G10-R4,N-,3,Andropogon gerardii,60,f,
2018-09-05,Hancock,G10-R4,N-,3,Bromus inermis Leyss.,100,f,
2018-09-05,Hancock,G10-R4,N-,4,Andropogon gerardii,80,f,
2018-09-05,Hancock,G10-R2,N-,3,Andropogon gerardii,172,f,
2018-09-05,Hancock,G10-R2,N-,4,Poa pratensis L.,18,f,
2018-09-05,Hancock,G9-R4,N-,4,Berteroa incana (L.) DC.,76,f,
2018-09-06,Rhinelander,G5-R2,N-,3,Panicum virgatum L.,190,f,
2018-09-05,Hancock,G10-R3,N-,3,Desmodium canadense,42,f,
2018-09-05,Hancock,G10-R3,N-,3,Andropogon gerardii,46,f,
2018-09-05,Hancock,G10-R3,N-,4,Desmodium canadense,43,f,
2018-09-05,Hancock,G10-R3,N-,4,Andropogon gerardii,69,f,
2018-09-06,Rhinelander,G5-R2,N-,3,Panicum virgatum L.,195,f,
2018-09-06,Rhinelander,G5-R2,N-,3,Panicum virgatum L.,190,f,
2018-09-05,Hancock,G9-R3,N-,4,Bare ground/no plant found,0,f,
2018-09-05,Hancock,G9-R3,N-,4,Liatris sp.,38,f,
2018-09-05,Hancock,G9-R3,N-,4,Ambrosia artemisiifolia L.,47,f,
2018-09-06,Rhinelander,G5-R1,N-,3,Panicum virgatum L.,154,f,
2018-09-06,Rhinelander,G5-R1,N-,4,Panicum virgatum L.,127,f,
2018-09-06,Rhinelander,G5-R1,N-,4,Panicum virgatum L.,111,f,
2018-09-06,Rhinelander,G5-R1,N-,3,Panicum virgatum L.,93,f,
2018-09-05,Hancock,G10-R2,N+,1,Asclepias tuberosa L.,53,f,
2018-09-05,Hancock,G10-R2,N+,2,Panicum virgatum L.,114,f,
2018-09-05,Hancock,G10-R3,N+,1,Panicum virgatum L.,55,f,
2018-09-05,Hancock,G10-R3,N+,2,Panicum virgatum L.,111,f,
2018-09-05,Hancock,G10-R3,N+,2,Schizacyrium scoparium (Michx.) Nash (*),83,f,
2018-09-05,Hancock,G10-R4,N+,1,Schizacyrium scoparium (Michx.) Nash (*),54,f,
2018-09-05,Hancock,G10-R4,N+,2,Panicum virgatum L.,93,f,
2018-09-05,Hancock,G11-R2,N+,2,Poa pratensis L.,35,f,
2018-09-05,Hancock,G11-R2,N+,2,Elymus repens (L.) Gould,24,f,
2018-09-05,Hancock,G11-R3,N+,1,Panicum virgatum L.,23,f,
2018-09-05,Hancock,G11-R3,N+,1,Elymus repens (L.) Gould,43,f,
2018-09-05,Hancock,G11-R3,N+,2,Panicum virgatum L.,24,f,
2018-09-05,Hancock,G11-R4,N+,1,Bromus inermis Leyss.,64,f,
2018-09-05,Hancock,G11-R4,N+,1,Panicum capillare L.,30,f,
2018-09-05,Hancock,G11-R4,N+,2,Bromus inermis Leyss.,50,f,
2018-09-05,Hancock,G11-R2,N-,3,Elymus repens (L.) Gould,39,f,
2018-09-06,Rhinelander,G5-R1,N+,2,Panicum virgatum L.,185,f,Skipped first part due to rainout shelter -- 
2018-09-06,Rhinelander,G5-R1,N+,2,Panicum virgatum L.,146,f,Skipped first part due to rainout shelter -- 
2018-09-06,Rhinelander,G5-R2,N+,1,Panicum virgatum L.,181,f,
2018-09-06,Rhinelander,G5-R2,N+,2,Panicum virgatum L.,168,f,
2018-09-05,Hancock,G9-R4,N+,1,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,80,f,
2018-09-05,Hancock,G10-R2,N+,1,Monarda fistulosa L.,53,f,
2018-09-05,Hancock,G10-R3,N+,1,Sorghastrum nutans (L.) Nash ex Small,68,f,
2018-09-05,Hancock,G10-R3,N+,1,Sorghastrum nutans (L.) Nash ex Small,42,f,
2018-09-05,Hancock,G10-R3,N+,2,Sorghastrum nutans (L.) Nash ex Small,108,f,
2018-09-05,Hancock,G10-R4,N+,1,Desmodium canadense,60,f,
2018-09-05,Hancock,G11-R2,N+,2,Poa pratensis L.,44,f,
2018-09-05,Hancock,G11-R3,N+,1,Panicum virgatum L.,26,f,
2018-09-05,Hancock,G11-R3,N+,2,Panicum virgatum L.,24,f,
2018-09-05,Hancock,G11-R3,N+,2,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,65,f,
2018-09-05,Hancock,G11-R3,N-,3,Poa pratensis L.,22,f,
2018-09-05,Hancock,G11-R3,N-,3,unknown Asteraceae,30,f,
2018-09-05,Hancock,G11-R2,N-,4,Poa pratensis L.,27,f,
2018-09-05,Hancock,G10-R4,N-,3,Panicum virgatum L.,101,f,
2018-09-05,Hancock,G10-R4,N-,4,Ratibida pinnata (Vent.) Barnh.,110,f,
2018-09-05,Hancock,G10-R4,N-,4,Panicum virgatum L.,111,f,
2018-09-05,Hancock,G10-R4,N-,4,Amaranthus retroflexus L.,48,f,
2018-09-05,Hancock,G10-R2,N-,3,Panicum virgatum L.,73,f,
2018-09-05,Hancock,G10-R2,N-,4,Lespedeza capitata,97,f,
2018-09-05,Hancock,G10-R2,N-,4,Elymus repens (L.) Gould,51,f,
2018-09-05,Hancock,G10-R3,N-,4,Poa pratensis L.,64,f,
2018-09-05,Hancock,G10-R3,N-,4,Bare ground/no plant found,0,f,
2018-09-05,Hancock,G10-R3,N-,3,Poa pratensis L.,56,f,
2018-09-05,Hancock,G10-R2,N-,4,Elymus repens (L.) Gould,96,f,
2018-09-05,Hancock,G10-R2,N-,4,Andropogon gerardii,177,f,
2018-09-05,Hancock,G9-R4,N-,3,Berteroa incana (L.) DC.,13,f,
2018-09-05,Hancock,G9-R4,N-,3,Panicum capillare L.,30,f,
2018-09-05,Hancock,G9-R4,N-,4,Elymus repens (L.) Gould,30,f,
2018-09-05,Hancock,G9-R4,N-,4,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,50,f,
2018-09-05,Hancock,G9-R4,N-,3,Bromus inermis Leyss.,42,f,
2018-09-06,Rhinelander,G5-R2,N-,3,Panicum virgatum L.,185,f,
2018-09-06,Rhinelander,G5-R2,N-,3,Panicum virgatum L.,180,f,
2018-09-05,Hancock,G9-R3,N-,4,Elymus repens (L.) Gould,33,f,
2018-09-05,Hancock,G9-R3,N-,4,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,47,f,
2018-09-06,Rhinelander,G5-R1,N-,3,Panicum virgatum L.,92,f,
2018-09-06,Rhinelander,G5-R1,N-,3,Panicum virgatum L.,123,f,
2018-09-06,Rhinelander,G5-R1,N-,4,Panicum virgatum L.,162,f,
2018-09-06,Rhinelander,G5-R1,N-,4,Panicum virgatum L.,146,f,
2018-09-05,Hancock,G11-R4,N+,1,Bromus inermis Leyss.,48,f,
2018-09-05,Hancock,G11-R4,N+,1,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,50,f,
2018-09-05,Hancock,G11-R4,N+,2,Erigeron annuus (L.) Pers.,70,f,
2018-09-06,Rhinelander,G5-R1,N+,1,Panicum virgatum L.,177,f,
2018-09-06,Rhinelander,G5-R1,N+,1,Panicum virgatum L.,167,f,Adjusted to left of the rainout shelter -- 
2018-09-06,Rhinelander,G5-R2,N+,1,Panicum virgatum L.,184,f,
2018-09-05,Hancock,G9-R4,N+,1,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,74,f,
2018-09-05,Hancock,G9-R4,N+,2,Berteroa incana (L.) DC.,19,f,
2018-09-05,Hancock,G9-R4,N+,2,Bromus inermis Leyss.,36,f,
2018-09-05,Hancock,G10-R2,N+,1,Solidago rigida L.,99,f,
2018-09-05,Hancock,G10-R3,N+,2,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,48,f,
2018-09-05,Hancock,G10-R3,N+,2,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,40,f,
2018-09-05,Hancock,G10-R4,N+,1,Andropogon gerardii,83,f,
2018-09-05,Hancock,G10-R4,N+,2,Schizacyrium scoparium (Michx.) Nash (*),58,f,
2018-09-05,Hancock,G10-R4,N+,2,Panicum virgatum L.,72,f,
2018-09-05,Hancock,G11-R2,N+,1,Poa pratensis L.,34,f,
2018-09-05,Hancock,G11-R2,N+,2,Poa pratensis L.,37,f,
2018-09-05,Hancock,G11-R3,N+,1,Elymus repens (L.) Gould,19,f,
2018-09-05,Hancock,G11-R3,N+,1,Poa pratensis L.,4,f,
2018-09-05,Hancock,G11-R3,N+,2,Elymus repens (L.) Gould,75,f,
2018-09-05,Hancock,G11-R4,N+,2,Bromus inermis Leyss.,18,f,
2018-09-06,Rhinelander,G5-R1,N+,1,Panicum virgatum L.,157,f,
2018-09-06,Rhinelander,G5-R1,N+,1,Panicum virgatum L.,151,f,
2018-09-06,Rhinelander,G5-R1,N+,2,Panicum virgatum L.,128,f,Skipped first part due to rainout shelter -- 
2018-09-06,Rhinelander,G5-R2,N+,1,Panicum virgatum L.,205,f,
2018-09-05,Hancock,G10-R2,N+,1,Andropogon gerardii,87,f,
2018-09-05,Hancock,G10-R3,N+,1,Panicum virgatum L.,94,f,
2018-09-05,Hancock,G10-R3,N+,1,Panicum virgatum L.,92,f,
2018-09-05,Hancock,G10-R3,N+,1,Poa pratensis L.,15,f,
2018-09-05,Hancock,G10-R3,N+,2,Aster pilosus Willd.,78,f,
2018-09-05,Hancock,G10-R4,N+,1,Andropogon gerardii,79,f,
2018-09-05,Hancock,G11-R3,N-,3,Poa pratensis L.,24,f,
2018-09-05,Hancock,G11-R3,N-,4,unknown Asteraceae,24,f,
2018-09-05,Hancock,G11-R3,N-,4,Erigeron annuus (L.) Pers.,38,f,
2018-09-05,Hancock,G11-R2,N-,3,Poa pratensis L.,30,f,
2018-09-05,Hancock,G11-R2,N-,4,Poa pratensis L.,33,f,
2018-09-05,Hancock,G11-R2,N-,4,Poa pratensis L.,36,f,
2018-09-05,Hancock,G10-R4,N-,4,Andropogon gerardii,145,f,
2018-09-05,Hancock,G10-R4,N-,4,Poa pratensis L.,31,f,
2018-09-05,Hancock,G10-R4,N-,3,Bromus inermis Leyss.,75,f,
2018-09-05,Hancock,G10-R4,N-,4,Panicum virgatum L.,93,f,
2018-09-05,Hancock,G10-R2,N-,4,Andropogon gerardii,147,f,
2018-09-05,Hancock,G10-R2,N-,3,Silphium perfoliatum L.,68,f,
2018-09-05,Hancock,G9-R4,N-,3,Panicum capillare L.,24,f,
2018-09-05,Hancock,G10-R3,N-,3,Desmodium canadense,26,f,
2018-09-05,Hancock,G10-R3,N-,4,Andropogon gerardii,69,f,
2018-09-05,Hancock,G10-R3,N-,4,Panicum virgatum L.,17,f,
2018-09-05,Hancock,G9-R4,N-,4,Berteroa incana (L.) DC.,15,f,
2018-09-05,Hancock,G9-R4,N-,4,Bromus inermis Leyss.,23,f,
2018-09-05,Hancock,G9-R4,N-,4,Panicum capillare L.,40,f,
2018-09-06,Rhinelander,G5-R2,N-,3,Panicum virgatum L.,168,f,
2018-09-06,Rhinelander,G5-R2,N-,3,Panicum virgatum L.,218,f,
2018-09-06,Rhinelander,G5-R1,N-,3,Panicum virgatum L.,138,f,
2018-09-06,Rhinelander,G5-R1,N-,4,Panicum virgatum L.,133,f,
2018-09-06,Rhinelander,G5-R1,N-,3,Panicum virgatum L.,147,f,
2018-09-06,Rhinelander,G5-R1,N-,3,Panicum virgatum L.,165,f,
2018-09-06,Rhinelander,G5-R1,N-,4,Panicum virgatum L.,142,f,
2018-09-05,Hancock,G11-R2,N+,1,Poa pratensis L.,48,f,
2018-09-05,Hancock,G11-R2,N+,2,Poa pratensis L.,24,f,
2018-09-05,Hancock,G11-R3,N+,2,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,75,f,
2018-09-05,Hancock,G11-R3,N+,2,Surface Litter,0,f,
2018-09-05,Hancock,G11-R4,N+,1,Bromus inermis Leyss.,60,f,
2018-09-05,Hancock,G11-R4,N+,1,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,13,f,
2018-09-05,Hancock,G11-R4,N+,2,Panicum capillare L.,31,f,
2018-09-06,Rhinelander,G5-R1,N+,1,Panicum virgatum L.,163,f,
2018-09-06,Rhinelander,G5-R2,N+,2,Panicum virgatum L.,195,f,
2018-09-06,Rhinelander,G5-R2,N+,2,Panicum virgatum L.,205,f,
2018-09-05,Hancock,G10-R2,N+,2,Desmodium canadense,61,f,
2018-09-05,Hancock,G10-R2,N+,2,Panicum virgatum L.,41,f,
2018-09-05,Hancock,G10-R3,N+,1,Bare ground/no plant found,0,f,
2018-09-05,Hancock,G10-R3,N+,1,Desmodium canadense,81,f,
2018-09-05,Hancock,G10-R3,N+,1,Panicum virgatum L.,16,f,
2018-09-05,Hancock,G10-R4,N+,1,Andropogon gerardii,83,f,
2018-09-05,Hancock,G10-R4,N+,1,Schizacyrium scoparium (Michx.) Nash (*),68,f,
2018-09-05,Hancock,G11-R2,N+,1,Poa pratensis L.,57,f,
2018-09-05,Hancock,G11-R2,N+,1,Elymus repens (L.) Gould,31,f,
2018-09-05,Hancock,G11-R2,N+,2,Asclepias syriaca L.,96,f,
2018-09-05,Hancock,G11-R2,N+,2,Poa pratensis L.,40,f,
2018-09-05,Hancock,G11-R2,N+,2,Poa pratensis L.,33,f,
2018-09-05,Hancock,G11-R3,N+,1,Elymus canadensis,42,f,
2018-09-05,Hancock,G11-R3,N+,2,Panicum virgatum L.,31,f,
2018-09-05,Hancock,G11-R4,N+,1,Elymus repens (L.) Gould,41,f,
2018-09-05,Hancock,G11-R4,N+,1,Bromus inermis Leyss.,76,f,
2018-09-05,Hancock,G11-R4,N+,2,Bromus inermis Leyss.,75,f,
2018-09-06,Rhinelander,G5-R1,N+,1,Panicum virgatum L.,162,f,
2018-09-06,Rhinelander,G5-R1,N+,1,Panicum virgatum L.,141,f,Adjusted to left of the rainout shelter -- 
2018-09-06,Rhinelander,G5-R1,N+,2,Panicum virgatum L.,156,f,Skipped first part due to rainout shelter -- 
2018-09-06,Rhinelander,G5-R2,N+,2,Panicum virgatum L.,110,t,
2018-09-05,Hancock,G10-R4,N+,2,Andropogon gerardii,44,f,
2018-09-05,Hancock,G11-R2,N+,1,Poa pratensis L.,30,f,
2018-09-05,Hancock,G11-R2,N+,1,Elymus repens (L.) Gould,74,f,
2018-09-05,Hancock,G11-R3,N-,3,Panicum virgatum L.,15,f,
2018-09-05,Hancock,G11-R3,N-,4,Bare ground/no plant found,0,f,
2018-09-05,Hancock,G11-R3,N-,3,unknown Asteraceae,48,f,
2018-09-05,Hancock,G11-R3,N-,3,Poa pratensis L.,19,f,
2018-09-05,Hancock,G11-R2,N-,3,Poa pratensis L.,35,f,
2018-09-05,Hancock,G11-R2,N-,4,Poa pratensis L.,27,f,
2018-09-05,Hancock,G11-R2,N-,3,Poa pratensis L.,41,f,
2018-09-05,Hancock,G11-R2,N-,4,Poa pratensis L.,27,f,
2018-09-05,Hancock,G10-R4,N-,3,Bromus inermis Leyss.,30,f,
2018-09-05,Hancock,G10-R4,N-,3,Poa pratensis L.,29,f,
2018-09-05,Hancock,G10-R4,N-,4,Andropogon gerardii,142,f,
2018-09-05,Hancock,G10-R4,N-,3,Elymus repens (L.) Gould,65,f,
2018-09-05,Hancock,G10-R2,N-,3,Andropogon gerardii,152,f,
2018-09-05,Hancock,G10-R2,N-,4,Desmodium canadense,101,f,
2018-09-05,Hancock,G10-R2,N-,4,Poa pratensis L.,47,f,
2018-09-05,Hancock,G10-R3,N-,3,Sorghastrum nutans (L.) Nash ex Small,86,f,
2018-09-05,Hancock,G10-R3,N-,3,Sorghastrum nutans (L.) Nash ex Small,106,f,
2018-09-05,Hancock,G10-R3,N-,4,Andropogon gerardii,43,f,
2018-09-06,Rhinelander,G5-R2,N-,3,Panicum virgatum L.,189,f,
2018-09-06,Rhinelander,G5-R2,N-,3,Panicum virgatum L.,161,f,
2018-09-06,Rhinelander,G5-R2,N-,3,Panicum virgatum L.,193,f,
2018-09-06,Rhinelander,G5-R1,N-,4,Panicum virgatum L.,175,f,
2018-09-06,Rhinelander,G5-R1,N-,4,Panicum virgatum L.,137,f,
2018-09-06,Rhinelander,G5-R1,N-,4,Panicum virgatum L.,143,f,
2018-09-05,Rhinelander,G5-R3,N-,1,Panicum virgatum L.,144,f,
2018-09-05,Hancock,G11-R3,N+,1,Elymus repens (L.) Gould,21,f,
2018-09-05,Hancock,G11-R3,N+,2,Elymus repens (L.) Gould,26,f,
2018-09-05,Hancock,G11-R4,N+,1,Panicum capillare L.,20,f,
2018-09-05,Hancock,G11-R4,N+,2,Bromus inermis Leyss.,21,f,
